Image_1,Image_2,Modality,Folder_1,Folder_2,pHash_Distance,dHash_Distance,Similarity_Classification,Recommended_Action
data/raw/ct_images/tumor/CT00094.png,data/raw/ct_images/tumor/CT00114.png,ct,tumor,tumor,4,1,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00094.png,data/raw/ct_images/tumor/CT00122.png,ct,tumor,tumor,5,0,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00094.png,data/raw/ct_images/tumor/CT00123.png,ct,tumor,tumor,6,9,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00094.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,8,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00094.png,data/raw/ct_images/tumor/CT00127.png,ct,tumor,tumor,4,3,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00094.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,10,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00094.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,10,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00095.png,data/raw/ct_images/tumor/CT00128.png,ct,tumor,tumor,6,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00095.png,data/raw/ct_images/tumor/CT00132.png,ct,tumor,tumor,4,5,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00097.png,ct,tumor,tumor,7,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00098.png,ct,tumor,tumor,7,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00099.png,ct,tumor,tumor,8,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00100.png,ct,tumor,tumor,10,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00101.png,ct,tumor,tumor,7,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00102.png,ct,tumor,tumor,10,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00103.png,ct,tumor,tumor,7,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00104.png,ct,tumor,tumor,9,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,5,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00106.png,ct,tumor,tumor,10,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00108.png,ct,tumor,tumor,3,6,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00109.png,ct,tumor,tumor,5,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,7,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,7,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00114.png,ct,tumor,tumor,6,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,7,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00117.png,ct,tumor,tumor,3,4,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00119.png,ct,tumor,tumor,6,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00122.png,ct,tumor,tumor,7,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00123.png,ct,tumor,tumor,10,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00124.png,ct,tumor,tumor,5,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00125.png,ct,tumor,tumor,5,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,8,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00127.png,ct,tumor,tumor,8,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,10,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00130.png,ct,tumor,tumor,10,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,0,2,Exact Duplicate,Keep Representative / Purge Duplicate
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00133.png,ct,tumor,tumor,10,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00134.png,ct,tumor,tumor,9,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00096.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,5,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00099.png,ct,tumor,tumor,5,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00102.png,ct,tumor,tumor,9,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00103.png,ct,tumor,tumor,4,3,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00104.png,ct,tumor,tumor,8,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,10,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00107.png,ct,tumor,tumor,7,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00108.png,ct,tumor,tumor,10,12,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,10,10,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,8,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,8,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00117.png,ct,tumor,tumor,10,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00118.png,ct,tumor,tumor,8,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00122.png,ct,tumor,tumor,8,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,9,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,7,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00097.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,8,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00100.png,ct,tumor,tumor,3,2,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00101.png,ct,tumor,tumor,2,4,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00103.png,ct,tumor,tumor,10,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00104.png,ct,tumor,tumor,10,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,2,4,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00106.png,ct,tumor,tumor,9,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00108.png,ct,tumor,tumor,6,8,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00109.png,ct,tumor,tumor,8,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,8,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,4,2,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,6,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00117.png,ct,tumor,tumor,6,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00118.png,ct,tumor,tumor,10,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00119.png,ct,tumor,tumor,7,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00123.png,ct,tumor,tumor,9,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00124.png,ct,tumor,tumor,6,1,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00125.png,ct,tumor,tumor,4,5,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,9,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,5,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00130.png,ct,tumor,tumor,5,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,7,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00133.png,ct,tumor,tumor,3,4,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00134.png,ct,tumor,tumor,6,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00098.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,4,4,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00102.png,ct,tumor,tumor,4,2,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00103.png,ct,tumor,tumor,3,0,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00104.png,ct,tumor,tumor,3,1,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,9,1,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00106.png,ct,tumor,tumor,8,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00107.png,ct,tumor,tumor,6,1,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,7,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,7,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00114.png,ct,tumor,tumor,8,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,7,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00118.png,ct,tumor,tumor,5,0,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00122.png,ct,tumor,tumor,7,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00123.png,ct,tumor,tumor,6,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,4,3,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00127.png,ct,tumor,tumor,8,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,8,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,8,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00099.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,7,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00101.png,ct,tumor,tumor,3,4,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,5,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00108.png,ct,tumor,tumor,9,10,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00110.png,ct,tumor,tumor,10,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,7,0,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,7,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00117.png,ct,tumor,tumor,9,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00119.png,ct,tumor,tumor,8,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00124.png,ct,tumor,tumor,7,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00125.png,ct,tumor,tumor,5,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,6,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00130.png,ct,tumor,tumor,2,2,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,10,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00133.png,ct,tumor,tumor,0,2,Exact Duplicate,Keep Representative / Purge Duplicate
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00134.png,ct,tumor,tumor,5,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00100.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,7,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,4,6,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00108.png,ct,tumor,tumor,8,12,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00109.png,ct,tumor,tumor,10,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,10,10,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,6,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,4,1,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00117.png,ct,tumor,tumor,8,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00118.png,ct,tumor,tumor,10,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00119.png,ct,tumor,tumor,7,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00124.png,ct,tumor,tumor,8,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00125.png,ct,tumor,tumor,2,3,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,9,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,5,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00130.png,ct,tumor,tumor,5,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,7,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00133.png,ct,tumor,tumor,3,6,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00134.png,ct,tumor,tumor,8,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00101.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,6,8,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00103.png,ct,tumor,tumor,5,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00104.png,ct,tumor,tumor,1,3,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,9,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00106.png,ct,tumor,tumor,4,4,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00107.png,ct,tumor,tumor,10,1,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,7,9,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,7,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00114.png,ct,tumor,tumor,10,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,9,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00118.png,ct,tumor,tumor,5,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00122.png,ct,tumor,tumor,9,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00123.png,ct,tumor,tumor,2,5,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,6,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00127.png,ct,tumor,tumor,10,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,8,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,10,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00102.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,7,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00104.png,ct,tumor,tumor,4,1,Near Duplicate,Document & Evaluate Similarity Threshold
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,8,1,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00106.png,ct,tumor,tumor,9,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00107.png,ct,tumor,tumor,9,1,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00108.png,ct,tumor,tumor,8,9,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00109.png,ct,tumor,tumor,10,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,6,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,6,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00114.png,ct,tumor,tumor,9,7,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,8,4,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00117.png,ct,tumor,tumor,8,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00118.png,ct,tumor,tumor,6,0,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00122.png,ct,tumor,tumor,8,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00123.png,ct,tumor,tumor,7,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00124.png,ct,tumor,tumor,10,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00126.png,ct,tumor,tumor,7,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00127.png,ct,tumor,tumor,9,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00129.png,ct,tumor,tumor,9,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00131.png,ct,tumor,tumor,7,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00103.png,data/raw/ct_images/tumor/CT00135.png,ct,tumor,tumor,6,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00105.png,ct,tumor,tumor,8,0,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00106.png,ct,tumor,tumor,5,3,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00107.png,ct,tumor,tumor,9,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00108.png,ct,tumor,tumor,10,10,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00111.png,ct,tumor,tumor,6,6,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00113.png,ct,tumor,tumor,6,2,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00114.png,ct,tumor,tumor,9,8,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00115.png,ct,tumor,tumor,8,5,Visually Similar,Retain - Shows Structural Variation
data/raw/ct_images/tumor/CT00104.png,data/raw/ct_images/tumor/CT00117.png,ct,tumor,tumor,10,4,Visually Similar,Retain - Shows Structural Variation
