Image_ID,Original_Path,Pixel_Image_Path,Original_Format,Output_Format,Width,Height,Color_Mode,Channels,Pixel_Array_Shape,Pixel_Min,Pixel_Max,Pixel_Mean,Pixel_Std,Original_File_Size,Output_File_Size,Conversion_Status
HIMG00206,data/raw/histopathology_images/atypical/HIMG00206.png,data/pixel_images/histopathology/atypical/HIMG00206.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,241.0,184.66,46.35,9645,9645,SUCCESS
HIMG00207,data/raw/histopathology_images/atypical/HIMG00207.png,data/pixel_images/histopathology/atypical/HIMG00207.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,185.11,44.76,9244,9244,SUCCESS
HIMG00208,data/raw/histopathology_images/atypical/HIMG00208.png,data/pixel_images/histopathology/atypical/HIMG00208.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,239.0,184.71,44.82,9207,9207,SUCCESS
HIMG00209,data/raw/histopathology_images/atypical/HIMG00209.png,data/pixel_images/histopathology/atypical/HIMG00209.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,243.0,187.13,45.45,9391,9391,SUCCESS
HIMG00210,data/raw/histopathology_images/atypical/HIMG00210.png,data/pixel_images/histopathology/atypical/HIMG00210.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",15.0,240.0,183.72,45.83,9332,9332,SUCCESS
HIMG00001,data/raw/histopathology_images/benign/HIMG00001.png,data/pixel_images/histopathology/benign/HIMG00001.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,250.0,196.82,35.57,8679,8679,SUCCESS
HIMG00002,data/raw/histopathology_images/benign/HIMG00002.png,data/pixel_images/histopathology/benign/HIMG00002.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,246.0,197.48,33.89,8264,8264,SUCCESS
HIMG00003,data/raw/histopathology_images/benign/HIMG00003.png,data/pixel_images/histopathology/benign/HIMG00003.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,241.0,199.11,34.18,8712,8712,SUCCESS
HIMG00004,data/raw/histopathology_images/benign/HIMG00004.png,data/pixel_images/histopathology/benign/HIMG00004.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,244.0,196.17,36.02,8739,8739,SUCCESS
HIMG00005,data/raw/histopathology_images/benign/HIMG00005.png,data/pixel_images/histopathology/benign/HIMG00005.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,246.0,199.34,35.65,8655,8655,SUCCESS
HIMG00006,data/raw/histopathology_images/benign/HIMG00006.png,data/pixel_images/histopathology/benign/HIMG00006.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,195.8,34.09,8414,8414,SUCCESS
HIMG00007,data/raw/histopathology_images/benign/HIMG00007.png,data/pixel_images/histopathology/benign/HIMG00007.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.23,34.69,8748,8748,SUCCESS
HIMG00008,data/raw/histopathology_images/benign/HIMG00008.png,data/pixel_images/histopathology/benign/HIMG00008.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,196.36,34.75,8573,8573,SUCCESS
HIMG00009,data/raw/histopathology_images/benign/HIMG00009.png,data/pixel_images/histopathology/benign/HIMG00009.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,198.23,34.08,8578,8578,SUCCESS
HIMG00010,data/raw/histopathology_images/benign/HIMG00010.png,data/pixel_images/histopathology/benign/HIMG00010.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.18,34.86,8613,8613,SUCCESS
HIMG00011,data/raw/histopathology_images/benign/HIMG00011.png,data/pixel_images/histopathology/benign/HIMG00011.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,198.34,33.1,8752,8752,SUCCESS
HIMG00012,data/raw/histopathology_images/benign/HIMG00012.png,data/pixel_images/histopathology/benign/HIMG00012.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,243.0,196.19,36.14,8642,8642,SUCCESS
HIMG00013,data/raw/histopathology_images/benign/HIMG00013.png,data/pixel_images/histopathology/benign/HIMG00013.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,196.01,34.85,8694,8694,SUCCESS
HIMG00014,data/raw/histopathology_images/benign/HIMG00014.png,data/pixel_images/histopathology/benign/HIMG00014.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,196.25,34.27,8672,8672,SUCCESS
HIMG00015,data/raw/histopathology_images/benign/HIMG00015.png,data/pixel_images/histopathology/benign/HIMG00015.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.84,33.52,8491,8491,SUCCESS
HIMG00016,data/raw/histopathology_images/benign/HIMG00016.png,data/pixel_images/histopathology/benign/HIMG00016.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.44,34.73,8716,8716,SUCCESS
HIMG00017,data/raw/histopathology_images/benign/HIMG00017.png,data/pixel_images/histopathology/benign/HIMG00017.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,200.03,34.84,8579,8579,SUCCESS
HIMG00018,data/raw/histopathology_images/benign/HIMG00018.png,data/pixel_images/histopathology/benign/HIMG00018.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,196.5,32.8,8669,8669,SUCCESS
HIMG00019,data/raw/histopathology_images/benign/HIMG00019.png,data/pixel_images/histopathology/benign/HIMG00019.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,197.7,33.6,8554,8554,SUCCESS
HIMG00020,data/raw/histopathology_images/benign/HIMG00020.png,data/pixel_images/histopathology/benign/HIMG00020.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",27.0,243.0,198.11,34.89,8486,8486,SUCCESS
HIMG00021,data/raw/histopathology_images/benign/HIMG00021.png,data/pixel_images/histopathology/benign/HIMG00021.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,198.53,33.75,8666,8666,SUCCESS
HIMG00022,data/raw/histopathology_images/benign/HIMG00022.png,data/pixel_images/histopathology/benign/HIMG00022.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",22.0,242.0,197.33,34.17,8640,8640,SUCCESS
HIMG00023,data/raw/histopathology_images/benign/HIMG00023.png,data/pixel_images/histopathology/benign/HIMG00023.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",25.0,247.0,201.18,35.0,8931,8931,SUCCESS
HIMG00024,data/raw/histopathology_images/benign/HIMG00024.png,data/pixel_images/histopathology/benign/HIMG00024.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,241.0,198.21,35.01,8800,8800,SUCCESS
HIMG00025,data/raw/histopathology_images/benign/HIMG00025.png,data/pixel_images/histopathology/benign/HIMG00025.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",25.0,240.0,196.85,34.51,8595,8595,SUCCESS
HIMG00026,data/raw/histopathology_images/benign/HIMG00026.png,data/pixel_images/histopathology/benign/HIMG00026.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.03,34.02,8449,8449,SUCCESS
HIMG00027,data/raw/histopathology_images/benign/HIMG00027.png,data/pixel_images/histopathology/benign/HIMG00027.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.97,33.2,8518,8518,SUCCESS
HIMG00028,data/raw/histopathology_images/benign/HIMG00028.png,data/pixel_images/histopathology/benign/HIMG00028.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,198.09,34.78,8720,8720,SUCCESS
HIMG00029,data/raw/histopathology_images/benign/HIMG00029.png,data/pixel_images/histopathology/benign/HIMG00029.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",35.0,249.0,198.88,35.83,8783,8783,SUCCESS
HIMG00030,data/raw/histopathology_images/benign/HIMG00030.png,data/pixel_images/histopathology/benign/HIMG00030.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,248.0,199.13,35.34,8739,8739,SUCCESS
HIMG00031,data/raw/histopathology_images/benign/HIMG00031.png,data/pixel_images/histopathology/benign/HIMG00031.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,196.1,34.06,8670,8670,SUCCESS
HIMG00032,data/raw/histopathology_images/benign/HIMG00032.png,data/pixel_images/histopathology/benign/HIMG00032.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",22.0,245.0,197.75,35.05,8670,8670,SUCCESS
HIMG00033,data/raw/histopathology_images/benign/HIMG00033.png,data/pixel_images/histopathology/benign/HIMG00033.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,241.0,198.79,34.24,8385,8385,SUCCESS
HIMG00034,data/raw/histopathology_images/benign/HIMG00034.png,data/pixel_images/histopathology/benign/HIMG00034.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,246.0,198.09,35.62,8697,8697,SUCCESS
HIMG00035,data/raw/histopathology_images/benign/HIMG00035.png,data/pixel_images/histopathology/benign/HIMG00035.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,250.0,197.45,34.74,8505,8505,SUCCESS
HIMG00036,data/raw/histopathology_images/benign/HIMG00036.png,data/pixel_images/histopathology/benign/HIMG00036.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,249.0,197.72,35.42,8509,8509,SUCCESS
HIMG00037,data/raw/histopathology_images/benign/HIMG00037.png,data/pixel_images/histopathology/benign/HIMG00037.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",25.0,243.0,198.25,32.04,8700,8700,SUCCESS
HIMG00038,data/raw/histopathology_images/benign/HIMG00038.png,data/pixel_images/histopathology/benign/HIMG00038.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,245.0,197.34,34.59,8699,8699,SUCCESS
HIMG00039,data/raw/histopathology_images/benign/HIMG00039.png,data/pixel_images/histopathology/benign/HIMG00039.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,249.0,198.89,35.64,8819,8819,SUCCESS
HIMG00040,data/raw/histopathology_images/benign/HIMG00040.png,data/pixel_images/histopathology/benign/HIMG00040.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,239.0,198.85,34.14,8641,8641,SUCCESS
HIMG00041,data/raw/histopathology_images/benign/HIMG00041.png,data/pixel_images/histopathology/benign/HIMG00041.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,241.0,196.9,34.37,8817,8817,SUCCESS
HIMG00042,data/raw/histopathology_images/benign/HIMG00042.png,data/pixel_images/histopathology/benign/HIMG00042.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.95,34.09,8661,8661,SUCCESS
HIMG00043,data/raw/histopathology_images/benign/HIMG00043.png,data/pixel_images/histopathology/benign/HIMG00043.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,244.0,197.71,33.99,8449,8449,SUCCESS
HIMG00044,data/raw/histopathology_images/benign/HIMG00044.png,data/pixel_images/histopathology/benign/HIMG00044.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,250.0,197.26,33.93,8715,8715,SUCCESS
HIMG00045,data/raw/histopathology_images/benign/HIMG00045.png,data/pixel_images/histopathology/benign/HIMG00045.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,239.0,197.51,33.85,8519,8519,SUCCESS
HIMG00046,data/raw/histopathology_images/benign/HIMG00046.png,data/pixel_images/histopathology/benign/HIMG00046.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,250.0,199.35,35.12,8705,8705,SUCCESS
HIMG00047,data/raw/histopathology_images/benign/HIMG00047.png,data/pixel_images/histopathology/benign/HIMG00047.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,198.63,33.77,8373,8373,SUCCESS
HIMG00048,data/raw/histopathology_images/benign/HIMG00048.png,data/pixel_images/histopathology/benign/HIMG00048.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,194.61,34.4,8635,8635,SUCCESS
HIMG00049,data/raw/histopathology_images/benign/HIMG00049.png,data/pixel_images/histopathology/benign/HIMG00049.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",22.0,245.0,200.29,34.6,8826,8826,SUCCESS
HIMG00050,data/raw/histopathology_images/benign/HIMG00050.png,data/pixel_images/histopathology/benign/HIMG00050.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",27.0,245.0,196.08,35.84,8712,8712,SUCCESS
HIMG00051,data/raw/histopathology_images/benign/HIMG00051.png,data/pixel_images/histopathology/benign/HIMG00051.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,246.0,198.33,35.07,8929,8929,SUCCESS
HIMG00052,data/raw/histopathology_images/benign/HIMG00052.png,data/pixel_images/histopathology/benign/HIMG00052.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.21,33.71,8617,8617,SUCCESS
HIMG00053,data/raw/histopathology_images/benign/HIMG00053.png,data/pixel_images/histopathology/benign/HIMG00053.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.23,34.18,8596,8596,SUCCESS
HIMG00054,data/raw/histopathology_images/benign/HIMG00054.png,data/pixel_images/histopathology/benign/HIMG00054.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,248.0,198.18,35.62,8578,8578,SUCCESS
HIMG00055,data/raw/histopathology_images/benign/HIMG00055.png,data/pixel_images/histopathology/benign/HIMG00055.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,244.0,198.78,35.21,8779,8779,SUCCESS
HIMG00056,data/raw/histopathology_images/benign/HIMG00056.png,data/pixel_images/histopathology/benign/HIMG00056.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,245.0,198.32,34.5,8409,8409,SUCCESS
HIMG00057,data/raw/histopathology_images/benign/HIMG00057.png,data/pixel_images/histopathology/benign/HIMG00057.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,247.0,197.14,35.25,8793,8793,SUCCESS
HIMG00058,data/raw/histopathology_images/benign/HIMG00058.png,data/pixel_images/histopathology/benign/HIMG00058.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,248.0,196.77,35.63,8656,8656,SUCCESS
HIMG00059,data/raw/histopathology_images/benign/HIMG00059.png,data/pixel_images/histopathology/benign/HIMG00059.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,198.36,35.64,8936,8936,SUCCESS
HIMG00060,data/raw/histopathology_images/benign/HIMG00060.png,data/pixel_images/histopathology/benign/HIMG00060.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,198.74,33.57,8680,8680,SUCCESS
HIMG00061,data/raw/histopathology_images/benign/HIMG00061.png,data/pixel_images/histopathology/benign/HIMG00061.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,244.0,197.35,32.73,8537,8537,SUCCESS
HIMG00062,data/raw/histopathology_images/benign/HIMG00062.png,data/pixel_images/histopathology/benign/HIMG00062.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,244.0,196.86,34.83,8652,8652,SUCCESS
HIMG00063,data/raw/histopathology_images/benign/HIMG00063.png,data/pixel_images/histopathology/benign/HIMG00063.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",28.0,246.0,198.6,35.68,8709,8709,SUCCESS
HIMG00064,data/raw/histopathology_images/benign/HIMG00064.png,data/pixel_images/histopathology/benign/HIMG00064.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.67,34.01,8797,8797,SUCCESS
HIMG00065,data/raw/histopathology_images/benign/HIMG00065.png,data/pixel_images/histopathology/benign/HIMG00065.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,240.0,198.5,33.22,8515,8515,SUCCESS
HIMG00066,data/raw/histopathology_images/benign/HIMG00066.png,data/pixel_images/histopathology/benign/HIMG00066.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,250.0,199.02,35.36,8770,8770,SUCCESS
HIMG00067,data/raw/histopathology_images/benign/HIMG00067.png,data/pixel_images/histopathology/benign/HIMG00067.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,247.0,198.45,34.74,8812,8812,SUCCESS
HIMG00068,data/raw/histopathology_images/benign/HIMG00068.png,data/pixel_images/histopathology/benign/HIMG00068.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",24.0,248.0,197.77,34.85,8621,8621,SUCCESS
HIMG00069,data/raw/histopathology_images/benign/HIMG00069.png,data/pixel_images/histopathology/benign/HIMG00069.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,197.54,35.11,8645,8645,SUCCESS
HIMG00070,data/raw/histopathology_images/benign/HIMG00070.png,data/pixel_images/histopathology/benign/HIMG00070.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",23.0,240.0,195.94,35.57,8717,8717,SUCCESS
HIMG00281,data/raw/histopathology_images/inflammatory/HIMG00281.png,data/pixel_images/histopathology/inflammatory/HIMG00281.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,241.0,176.18,51.87,10127,10127,SUCCESS
HIMG00282,data/raw/histopathology_images/inflammatory/HIMG00282.png,data/pixel_images/histopathology/inflammatory/HIMG00282.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,244.0,174.72,53.56,10304,10304,SUCCESS
HIMG00283,data/raw/histopathology_images/inflammatory/HIMG00283.png,data/pixel_images/histopathology/inflammatory/HIMG00283.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,246.0,177.58,52.43,10297,10297,SUCCESS
HIMG00284,data/raw/histopathology_images/inflammatory/HIMG00284.png,data/pixel_images/histopathology/inflammatory/HIMG00284.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,249.0,175.64,54.12,10270,10270,SUCCESS
HIMG00285,data/raw/histopathology_images/inflammatory/HIMG00285.png,data/pixel_images/histopathology/inflammatory/HIMG00285.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,243.0,177.55,53.29,10043,10043,SUCCESS
HIMG00286,data/raw/histopathology_images/inflammatory/HIMG00286.png,data/pixel_images/histopathology/inflammatory/HIMG00286.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,175.64,53.24,10124,10124,SUCCESS
HIMG00287,data/raw/histopathology_images/inflammatory/HIMG00287.png,data/pixel_images/histopathology/inflammatory/HIMG00287.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,245.0,176.0,54.12,10118,10118,SUCCESS
HIMG00288,data/raw/histopathology_images/inflammatory/HIMG00288.png,data/pixel_images/histopathology/inflammatory/HIMG00288.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,173.79,54.84,10146,10146,SUCCESS
HIMG00289,data/raw/histopathology_images/inflammatory/HIMG00289.png,data/pixel_images/histopathology/inflammatory/HIMG00289.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,177.11,52.1,10151,10151,SUCCESS
HIMG00290,data/raw/histopathology_images/inflammatory/HIMG00290.png,data/pixel_images/histopathology/inflammatory/HIMG00290.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,244.0,179.06,51.46,10185,10185,SUCCESS
HIMG00291,data/raw/histopathology_images/inflammatory/HIMG00291.png,data/pixel_images/histopathology/inflammatory/HIMG00291.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,239.0,176.37,52.38,10141,10141,SUCCESS
HIMG00292,data/raw/histopathology_images/inflammatory/HIMG00292.png,data/pixel_images/histopathology/inflammatory/HIMG00292.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,242.0,178.35,54.37,10150,10150,SUCCESS
HIMG00293,data/raw/histopathology_images/inflammatory/HIMG00293.png,data/pixel_images/histopathology/inflammatory/HIMG00293.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,242.0,176.85,54.72,10089,10089,SUCCESS
HIMG00294,data/raw/histopathology_images/inflammatory/HIMG00294.png,data/pixel_images/histopathology/inflammatory/HIMG00294.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,244.0,175.71,54.06,10227,10227,SUCCESS
HIMG00295,data/raw/histopathology_images/inflammatory/HIMG00295.png,data/pixel_images/histopathology/inflammatory/HIMG00295.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,173.92,52.73,10117,10117,SUCCESS
HIMG00296,data/raw/histopathology_images/inflammatory/HIMG00296.png,data/pixel_images/histopathology/inflammatory/HIMG00296.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,243.0,174.34,55.15,10232,10232,SUCCESS
HIMG00297,data/raw/histopathology_images/inflammatory/HIMG00297.png,data/pixel_images/histopathology/inflammatory/HIMG00297.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,174.57,52.95,10333,10333,SUCCESS
HIMG00298,data/raw/histopathology_images/inflammatory/HIMG00298.png,data/pixel_images/histopathology/inflammatory/HIMG00298.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,242.0,176.38,53.63,10101,10101,SUCCESS
HIMG00299,data/raw/histopathology_images/inflammatory/HIMG00299.png,data/pixel_images/histopathology/inflammatory/HIMG00299.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",11.0,240.0,177.36,52.39,10271,10271,SUCCESS
HIMG00300,data/raw/histopathology_images/inflammatory/HIMG00300.png,data/pixel_images/histopathology/inflammatory/HIMG00300.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,241.0,174.66,54.37,10097,10097,SUCCESS
HIMG00301,data/raw/histopathology_images/inflammatory/HIMG00301.png,data/pixel_images/histopathology/inflammatory/HIMG00301.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,243.0,178.63,52.94,10198,10198,SUCCESS
HIMG00302,data/raw/histopathology_images/inflammatory/HIMG00302.png,data/pixel_images/histopathology/inflammatory/HIMG00302.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,246.0,178.4,53.37,10032,10032,SUCCESS
HIMG00303,data/raw/histopathology_images/inflammatory/HIMG00303.png,data/pixel_images/histopathology/inflammatory/HIMG00303.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,176.03,52.47,10247,10247,SUCCESS
HIMG00304,data/raw/histopathology_images/inflammatory/HIMG00304.png,data/pixel_images/histopathology/inflammatory/HIMG00304.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,174.52,52.74,10045,10045,SUCCESS
HIMG00305,data/raw/histopathology_images/inflammatory/HIMG00305.png,data/pixel_images/histopathology/inflammatory/HIMG00305.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,239.0,176.15,52.11,10111,10111,SUCCESS
HIMG00306,data/raw/histopathology_images/inflammatory/HIMG00306.png,data/pixel_images/histopathology/inflammatory/HIMG00306.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,176.68,53.68,10215,10215,SUCCESS
HIMG00307,data/raw/histopathology_images/inflammatory/HIMG00307.png,data/pixel_images/histopathology/inflammatory/HIMG00307.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,247.0,174.31,53.48,10197,10197,SUCCESS
HIMG00308,data/raw/histopathology_images/inflammatory/HIMG00308.png,data/pixel_images/histopathology/inflammatory/HIMG00308.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,176.12,50.93,10193,10193,SUCCESS
HIMG00309,data/raw/histopathology_images/inflammatory/HIMG00309.png,data/pixel_images/histopathology/inflammatory/HIMG00309.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,249.0,176.33,54.92,10152,10152,SUCCESS
HIMG00310,data/raw/histopathology_images/inflammatory/HIMG00310.png,data/pixel_images/histopathology/inflammatory/HIMG00310.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,239.0,176.07,52.57,10220,10220,SUCCESS
HIMG00311,data/raw/histopathology_images/inflammatory/HIMG00311.png,data/pixel_images/histopathology/inflammatory/HIMG00311.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,175.64,51.27,10109,10109,SUCCESS
HIMG00312,data/raw/histopathology_images/inflammatory/HIMG00312.png,data/pixel_images/histopathology/inflammatory/HIMG00312.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,174.97,53.18,10333,10333,SUCCESS
HIMG00313,data/raw/histopathology_images/inflammatory/HIMG00313.png,data/pixel_images/histopathology/inflammatory/HIMG00313.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,175.21,51.1,10083,10083,SUCCESS
HIMG00314,data/raw/histopathology_images/inflammatory/HIMG00314.png,data/pixel_images/histopathology/inflammatory/HIMG00314.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,245.0,174.21,54.02,10077,10077,SUCCESS
HIMG00315,data/raw/histopathology_images/inflammatory/HIMG00315.png,data/pixel_images/histopathology/inflammatory/HIMG00315.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,175.81,53.47,10137,10137,SUCCESS
HIMG00316,data/raw/histopathology_images/inflammatory/HIMG00316.png,data/pixel_images/histopathology/inflammatory/HIMG00316.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,241.0,175.69,55.1,10043,10043,SUCCESS
HIMG00317,data/raw/histopathology_images/inflammatory/HIMG00317.png,data/pixel_images/histopathology/inflammatory/HIMG00317.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",11.0,240.0,177.28,53.0,10102,10102,SUCCESS
HIMG00318,data/raw/histopathology_images/inflammatory/HIMG00318.png,data/pixel_images/histopathology/inflammatory/HIMG00318.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,177.27,51.5,10081,10081,SUCCESS
HIMG00319,data/raw/histopathology_images/inflammatory/HIMG00319.png,data/pixel_images/histopathology/inflammatory/HIMG00319.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,176.26,53.39,10128,10128,SUCCESS
HIMG00320,data/raw/histopathology_images/inflammatory/HIMG00320.png,data/pixel_images/histopathology/inflammatory/HIMG00320.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,244.0,175.46,54.6,10323,10323,SUCCESS
HIMG00321,data/raw/histopathology_images/inflammatory/HIMG00321.png,data/pixel_images/histopathology/inflammatory/HIMG00321.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,248.0,174.76,53.71,10155,10155,SUCCESS
HIMG00322,data/raw/histopathology_images/inflammatory/HIMG00322.png,data/pixel_images/histopathology/inflammatory/HIMG00322.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,245.0,176.54,52.43,10001,10001,SUCCESS
HIMG00323,data/raw/histopathology_images/inflammatory/HIMG00323.png,data/pixel_images/histopathology/inflammatory/HIMG00323.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,240.0,175.27,52.84,10220,10220,SUCCESS
HIMG00324,data/raw/histopathology_images/inflammatory/HIMG00324.png,data/pixel_images/histopathology/inflammatory/HIMG00324.png,PNG,PNG,256,256,RGB,3,"(256, 256, 3)",10.0,246.0,175.5,53.86,10122,10122,SUCCESS
