Deployment_ID,Version,Commit_SHA,Service_Name,Target_Environment,Deployer,Error_Rate_Delta,Latency_P95_ms,Latency_P99_ms,Unit_Test_Failure_Rate,Integration_Test_Passed,Security_Critical_CVEs,Security_High_CVEs,Anomalous_Egress_MB,Auth_Failure_Spike,Changed_Files_Count,Lines_Delta,Production_Incident,Risk_Score,Decision
DEP-10752,v1.5.12,3730725,search-indexer,staging-preprod,ci-bot-auto,0.0,59.1,96.2,0.0,1,0,0,34.8,2.1,5,396,0,4,ALLOW
DEP-10753,v1.2.15,5b7c8ac,order-processing,production-us-east,david.kim,0.0,102.3,140.5,0.0,1,0,1,35.2,1.0,5,382,0,20,ALLOW
DEP-10754,v2.11.23,9593940,payment-service,staging-preprod,alex.chen,0.093,77.6,127.19999999999999,0.0,1,0,0,33.5,2.5,6,417,0,12,ALLOW
DEP-10755,v2.14.27,88ee67a,analytics-pipeline,staging-preprod,priya.sharma,0.025,56.4,95.4,0.0,1,0,0,32.5,0.9,7,197,0,4,ALLOW
DEP-10756,v3.5.4,f0da69e,order-processing,production-us-east,sarah.jenkins,0.135,86.8,110.8,0.0,1,0,0,18.3,1.0,14,291,0,10,ALLOW
DEP-10757,v1.15.19,977f9b5,auth-gateway,canary-prod,marcus.vance,1.463,161.1,233.6,0.53,1,1,3,78.1,17.7,41,743,0,96,BLOCK
DEP-10758,v2.5.10,37de345,analytics-pipeline,staging-preprod,marcus.vance,0.075,43.5,62.7,0.0,1,0,1,27.2,0.0,6,223,0,12,ALLOW
DEP-10759,v2.7.29,492440e,order-processing,staging-preprod,david.kim,0.131,62.6,136.5,0.0,1,0,0,43.5,0.9,8,298,0,8,ALLOW
DEP-10760,v1.10.16,d6e4c98,notification-worker,production-us-east,alex.chen,0.041,79.9,135.3,0.0,1,0,0,11.9,0.0,5,374,0,6,ALLOW
DEP-10761,v1.15.7,1a459e2,order-processing,production-eu-central,marcus.vance,0.0,73.7,114.7,0.0,1,0,0,33.6,0.0,11,106,0,11,ALLOW
DEP-10762,v3.3.9,b03167a,order-processing,production-us-east,sarah.jenkins,0.0,77.9,103.0,0.36,1,0,0,8.9,1.4,2,198,0,9,ALLOW
DEP-10763,v1.14.20,6f84d28,order-processing,staging-preprod,david.kim,0.113,63.2,92.7,0.0,1,0,0,23.7,0.6,6,18,0,6,ALLOW
DEP-10764,v2.15.11,e46a746,payment-service,production-us-east,ci-bot-auto,0.629,110.0,252.4,3.03,0,0,3,92.0,7.2,12,1347,0,85,BLOCK
DEP-10765,v1.15.2,ceedf1c,analytics-pipeline,production-us-east,marcus.vance,0.0,69.8,106.8,0.0,1,0,0,17.0,0.9,8,215,0,8,ALLOW
DEP-10766,v3.13.20,6ec08fd,analytics-pipeline,production-us-east,sarah.jenkins,0.0,67.7,119.80000000000001,0.0,1,0,0,13.2,0.3,1,339,0,8,ALLOW
DEP-10767,v1.15.1,b11ee44,user-profile,production-eu-central,alex.chen,0.076,83.8,113.4,0.0,1,0,1,19.5,0.0,12,366,0,17,ALLOW
DEP-10768,v1.1.6,b019a5c,notification-worker,production-us-east,ci-bot-auto,7.229,570.1,1114.7,22.19,1,2,3,155.0,79.5,98,1560,1,100,BLOCK
DEP-10769,v3.9.8,56f0240,order-processing,production-us-east,elena.rostova,0.072,64.7,103.6,0.0,1,0,1,24.9,0.0,10,343,0,17,ALLOW
DEP-10770,v2.6.5,db6d003,analytics-pipeline,staging-preprod,ci-bot-auto,1.108,239.0,376.2,0.79,1,1,3,89.4,9.5,24,1460,1,98,BLOCK
DEP-10771,v1.0.9,a0f4096,search-indexer,production-us-east,elena.rostova,2.549,510.0,803.9,21.2,0,2,5,318.7,82.9,91,6094,1,100,BLOCK
DEP-10772,v3.7.2,daaba2a,order-processing,production-eu-central,elena.rostova,0.301,150.0,231.7,1.2,1,1,2,44.8,7.4,23,1622,0,70,PAUSE
DEP-10773,v2.2.8,7a3bd3e,order-processing,production-eu-central,priya.sharma,6.389,446.1,813.1,11.91,1,1,5,588.0,88.4,52,1617,1,100,BLOCK
DEP-10774,v3.7.14,22a9ce0,auth-gateway,production-eu-central,david.kim,0.116,33.9,67.9,0.27,1,0,0,23.8,0.7,3,16,0,7,ALLOW
DEP-10775,v1.2.30,23902a2,analytics-pipeline,staging-preprod,sarah.jenkins,0.0,47.4,88.0,0.0,1,0,0,20.6,1.7,1,298,0,7,ALLOW
DEP-10776,v2.15.25,1b35c58,analytics-pipeline,production-eu-central,ci-bot-auto,0.0,67.7,118.30000000000001,0.0,1,0,0,29.7,0.6,9,286,0,5,ALLOW
DEP-10777,v3.11.13,f65853e,analytics-pipeline,production-eu-central,david.kim,0.071,61.4,96.5,0.0,1,0,0,22.4,1.0,10,139,0,10,ALLOW
DEP-10778,v2.11.20,88fb4e4,notification-worker,staging-preprod,priya.sharma,0.726,147.6,241.5,1.68,0,0,1,78.1,7.1,35,467,1,70,PAUSE
DEP-10779,v3.1.16,da2f149,auth-gateway,production-us-east,david.kim,1.337,131.8,219.70000000000002,2.01,1,0,3,95.8,14.6,35,748,0,77,BLOCK
DEP-10780,v3.3.7,8e0ad9e,auth-gateway,production-us-east,sarah.jenkins,1.268,130.3,239.5,0.76,1,0,3,66.4,10.4,16,691,0,61,PAUSE
DEP-10781,v1.6.5,cc28d75,search-indexer,production-eu-central,alex.chen,0.067,59.3,92.8,0.0,1,0,0,21.8,0.0,4,165,0,6,ALLOW
DEP-10782,v3.15.20,b9b945a,order-processing,production-eu-central,priya.sharma,1.722,128.4,257.1,0.83,1,0,2,108.7,10.0,32,1702,0,61,PAUSE
DEP-10783,v1.15.24,c92cc1d,user-profile,production-eu-central,david.kim,0.0,82.6,103.5,0.0,1,0,0,28.9,3.0,6,168,0,9,ALLOW
DEP-10784,v3.14.6,7daea8c,notification-worker,staging-preprod,elena.rostova,0.088,62.0,90.7,0.0,1,0,0,33.3,0.0,9,344,0,9,ALLOW
DEP-10785,v2.3.22,9f83fb3,notification-worker,production-us-east,elena.rostova,0.0,59.0,108.9,0.0,1,0,0,28.0,0.0,4,256,0,5,ALLOW
DEP-10786,v1.12.24,f6b3f14,analytics-pipeline,production-eu-central,sarah.jenkins,0.595,140.9,227.9,2.43,1,0,1,82.1,14.0,16,636,0,51,PAUSE
DEP-10787,v3.0.14,957a5d7,user-profile,canary-prod,marcus.vance,0.025,81.4,110.80000000000001,0.0,1,0,1,23.8,0.0,2,144,0,18,ALLOW
DEP-10788,v3.11.15,61edafc,notification-worker,staging-preprod,david.kim,0.008,72.4,123.0,0.0,1,0,0,16.1,0.7,9,144,0,8,ALLOW
DEP-10789,v3.5.18,7db10e3,payment-service,production-eu-central,alex.chen,0.038,44.1,86.2,0.0,1,0,1,19.2,0.9,9,350,0,13,ALLOW
DEP-10790,v3.0.9,e419009,user-profile,production-eu-central,sarah.jenkins,0.014,53.2,88.1,0.0,1,0,0,23.3,0.6,9,449,0,8,ALLOW
DEP-10791,v1.4.27,ec9cf17,analytics-pipeline,production-us-east,sarah.jenkins,1.689,131.0,277.9,1.12,1,0,1,91.9,12.1,30,1108,0,59,PAUSE
DEP-10792,v2.12.14,1e97f13,user-profile,canary-prod,elena.rostova,0.0,67.1,114.1,0.0,1,0,0,13.9,1.4,12,407,0,6,ALLOW
DEP-10793,v3.1.11,2628434,order-processing,production-eu-central,ci-bot-auto,0.0,42.8,68.9,0.0,1,0,0,34.5,2.6,10,365,0,6,ALLOW
DEP-10794,v3.4.15,4c94c22,order-processing,production-us-east,ci-bot-auto,0.069,42.0,74.6,0.0,1,0,0,27.4,1.5,15,132,0,8,ALLOW
DEP-10795,v2.9.6,472270e,analytics-pipeline,production-us-east,sarah.jenkins,0.0,51.6,85.80000000000001,0.0,1,0,0,29.3,0.0,6,114,0,7,ALLOW
DEP-10796,v3.5.3,3104f95,payment-service,production-eu-central,elena.rostova,1.664,184.0,312.6,2.94,1,0,2,63.9,10.6,19,821,0,76,BLOCK
DEP-10797,v2.12.0,c029827,payment-service,production-us-east,alex.chen,8.439,487.1,1004.7,23.76,0,4,6,461.6,76.9,43,5402,1,100,BLOCK
DEP-10798,v2.3.4,fd5bbc2,auth-gateway,production-us-east,sarah.jenkins,1.508,219.9,315.5,0.65,1,0,1,68.1,13.8,12,1652,0,55,PAUSE
DEP-10799,v2.8.9,7111251,payment-service,canary-prod,ci-bot-auto,0.037,89.2,120.30000000000001,0.0,1,0,0,35.6,0.0,14,206,0,8,ALLOW
DEP-10800,v3.0.30,fc29dd1,analytics-pipeline,production-eu-central,sarah.jenkins,0.097,53.9,71.9,0.0,1,0,0,26.7,2.7,15,122,0,8,ALLOW
DEP-10801,v1.7.21,376801d,analytics-pipeline,canary-prod,elena.rostova,1.024,138.1,285.2,2.65,1,0,2,107.0,10.6,34,347,0,64,PAUSE
DEP-10802,v3.15.13,44a9680,order-processing,staging-preprod,david.kim,0.0,79.2,113.5,0.0,1,0,0,39.8,1.5,3,413,0,7,ALLOW
DEP-10803,v1.10.11,6213169,auth-gateway,staging-preprod,david.kim,0.022,40.8,72.6,0.0,1,0,0,22.3,2.6,7,302,0,5,ALLOW
DEP-10804,v2.0.15,787c725,payment-service,production-us-east,marcus.vance,6.355,367.3,858.5,16.61,0,2,3,515.6,78.9,58,8493,1,100,BLOCK
DEP-10805,v3.6.27,b65b1cf,auth-gateway,canary-prod,marcus.vance,0.087,65.9,105.60000000000001,0.0,1,0,0,35.0,0.0,5,82,0,10,ALLOW
DEP-10806,v2.5.7,73fc1cb,notification-worker,staging-preprod,marcus.vance,0.022,53.4,92.9,0.0,1,0,0,34.8,0.3,4,18,0,7,ALLOW
DEP-10807,v1.2.2,d2fd85f,payment-service,staging-preprod,sarah.jenkins,1.582,154.2,292.5,0.76,1,1,2,94.4,16.0,42,342,0,95,BLOCK
DEP-10808,v2.4.5,b9ee152,user-profile,staging-preprod,elena.rostova,0.0,60.8,80.5,0.2,1,0,0,29.1,0.0,13,31,0,6,ALLOW
DEP-10809,v2.4.0,3896685,analytics-pipeline,production-eu-central,priya.sharma,0.225,73.6,101.6,0.0,1,0,0,20.1,1.1,14,265,0,10,ALLOW
DEP-10810,v1.6.2,53d7663,order-processing,canary-prod,marcus.vance,0.031,81.8,119.0,0.0,1,0,0,19.1,4.0,13,336,0,12,ALLOW
DEP-10811,v2.4.20,361ea18,order-processing,production-eu-central,elena.rostova,0.054,76.5,104.2,0.0,1,0,0,27.9,1.7,8,76,0,9,ALLOW
DEP-10812,v1.7.30,ed35b58,user-profile,production-eu-central,alex.chen,0.0,95.2,145.7,0.0,1,0,0,21.8,0.0,8,30,0,12,ALLOW
DEP-10813,v2.2.11,403fade,search-indexer,production-us-east,alex.chen,0.078,66.3,105.6,0.0,1,0,0,26.5,2.0,1,239,0,7,ALLOW
DEP-10814,v3.14.11,435bd89,user-profile,canary-prod,david.kim,0.588,196.7,312.79999999999995,2.31,1,0,1,74.3,11.9,19,1073,0,54,PAUSE
DEP-10815,v3.8.4,e0c6261,auth-gateway,canary-prod,marcus.vance,0.166,68.6,78.6,0.27,1,0,0,29.4,0.4,13,432,0,14,ALLOW
DEP-10816,v2.8.29,0acfb29,analytics-pipeline,canary-prod,sarah.jenkins,0.204,53.4,68.1,0.0,1,0,0,21.2,0.0,8,68,0,6,ALLOW
DEP-10817,v2.10.19,59244e2,analytics-pipeline,staging-preprod,sarah.jenkins,1.699,229.9,335.1,1.48,1,0,3,91.6,5.5,29,1321,1,85,BLOCK
DEP-10818,v1.9.25,2de1118,payment-service,canary-prod,david.kim,0.11,33.8,65.0,0.0,1,0,0,38.1,1.7,7,300,0,5,ALLOW
DEP-10819,v1.7.5,9c4b767,payment-service,production-eu-central,elena.rostova,5.895,328.7,917.7,14.88,0,3,2,457.1,41.6,69,3430,1,100,BLOCK
DEP-10820,v2.12.18,067131f,order-processing,staging-preprod,ci-bot-auto,0.0,55.6,84.7,0.0,1,0,1,30.1,1.2,2,52,0,15,ALLOW
DEP-10821,v1.4.17,79ceba9,payment-service,canary-prod,sarah.jenkins,0.0,50.2,87.6,0.0,1,0,0,24.4,0.3,15,433,0,8,ALLOW
DEP-10822,v3.2.1,f34dbcb,notification-worker,canary-prod,priya.sharma,8.408,429.6,798.3,4.84,0,4,5,374.5,65.4,43,3689,1,100,BLOCK
DEP-10823,v3.2.26,3ec82fd,user-profile,staging-preprod,david.kim,0.0,76.8,103.69999999999999,0.0,1,0,0,22.5,0.0,3,365,0,7,ALLOW
DEP-10824,v2.11.30,3367134,payment-service,staging-preprod,elena.rostova,0.029,89.0,133.6,0.0,1,0,1,31.9,0.0,10,70,0,15,ALLOW
DEP-10825,v2.4.4,c344197,user-profile,canary-prod,david.kim,0.0,22.4,47.7,0.0,1,0,0,32.7,2.0,5,373,0,2,ALLOW
DEP-10826,v2.1.11,f605cbb,analytics-pipeline,production-us-east,elena.rostova,0.032,64.7,91.4,0.0,1,0,0,26.6,2.3,7,411,0,9,ALLOW
DEP-10827,v2.14.4,474faf2,user-profile,canary-prod,elena.rostova,1.12,142.5,233.4,3.06,1,1,1,79.1,11.7,25,1350,0,89,BLOCK
DEP-10828,v1.5.13,ba5454a,auth-gateway,production-eu-central,priya.sharma,0.449,112.1,258.79999999999995,1.63,1,0,2,82.2,6.0,42,860,0,51,PAUSE
DEP-10829,v3.6.13,b838b34,auth-gateway,production-eu-central,ci-bot-auto,0.087,67.9,90.7,0.0,1,0,0,26.7,3.4,15,223,0,13,ALLOW
DEP-10830,v3.7.29,41823b1,search-indexer,production-us-east,elena.rostova,0.086,79.4,111.60000000000001,0.0,1,0,1,31.0,1.6,14,240,0,17,ALLOW
DEP-10831,v1.13.1,c27a3b9,notification-worker,staging-preprod,ci-bot-auto,0.0,69.8,92.9,0.0,1,0,0,19.9,1.5,4,209,0,7,ALLOW
DEP-10832,v2.5.17,0a7c419,auth-gateway,canary-prod,sarah.jenkins,7.235,451.6,725.2,19.89,0,2,7,387.1,40.8,67,7003,1,100,BLOCK
DEP-10833,v1.13.6,f5d33cc,payment-service,canary-prod,priya.sharma,6.816,303.0,633.5,13.84,0,1,4,224.0,93.9,52,2428,1,100,BLOCK
DEP-10834,v2.3.16,8d92c5c,order-processing,staging-preprod,elena.rostova,0.614,126.9,205.2,2.81,1,0,1,69.8,12.4,15,429,0,49,ALLOW
DEP-10835,v3.6.15,5a467d6,payment-service,staging-preprod,sarah.jenkins,0.074,84.7,117.0,0.0,1,0,0,31.9,1.3,12,44,0,13,ALLOW
DEP-10836,v3.7.26,986450b,auth-gateway,production-eu-central,sarah.jenkins,0.141,59.2,81.0,0.0,1,0,0,36.4,1.0,15,200,0,10,ALLOW
DEP-10837,v2.0.10,8cedde9,user-profile,production-us-east,alex.chen,0.068,83.5,106.1,0.43,1,0,0,29.8,0.3,5,284,0,13,ALLOW
DEP-10838,v2.1.27,db3e26e,order-processing,production-us-east,priya.sharma,0.039,66.1,83.1,0.31,1,0,1,18.8,3.2,5,388,0,17,ALLOW
DEP-10839,v1.0.9,4fced5d,auth-gateway,production-us-east,priya.sharma,0.121,64.1,102.0,0.0,1,0,0,22.6,3.2,4,308,0,11,ALLOW
DEP-10840,v1.1.8,3c33d6b,order-processing,production-eu-central,alex.chen,0.034,68.5,117.3,0.0,1,0,1,18.8,3.5,2,58,0,19,ALLOW
DEP-10841,v3.0.3,9b956d2,payment-service,staging-preprod,alex.chen,0.0,89.4,119.9,0.0,1,0,0,23.1,0.0,12,63,0,10,ALLOW
DEP-10842,v1.15.6,ef17a20,user-profile,staging-preprod,alex.chen,0.014,49.4,77.1,0.0,1,0,0,23.9,2.6,14,280,0,6,ALLOW
DEP-10843,v1.12.18,7321d72,search-indexer,production-eu-central,alex.chen,3.562,620.8,1086.6999999999998,12.81,0,2,7,500.5,53.8,62,7163,1,100,BLOCK
DEP-10844,v1.3.30,1eb11bc,search-indexer,production-eu-central,sarah.jenkins,6.032,284.2,760.9,17.89,0,1,6,169.2,50.8,30,6839,1,100,BLOCK
DEP-10845,v1.0.13,d408eed,analytics-pipeline,production-us-east,marcus.vance,9.353,519.8,920.5999999999999,23.11,0,3,5,508.6,65.7,114,3151,1,100,BLOCK
DEP-10846,v1.6.12,5019927,auth-gateway,production-us-east,alex.chen,0.067,70.7,109.4,0.0,1,0,0,12.8,0.0,14,40,0,10,ALLOW
DEP-10847,v3.9.6,7d3e32f,user-profile,canary-prod,elena.rostova,0.879,235.7,358.4,0.75,1,0,2,100.4,11.2,29,1619,0,59,PAUSE
DEP-10848,v2.15.30,62f918e,auth-gateway,staging-preprod,david.kim,0.057,53.8,100.69999999999999,0.0,1,0,0,23.3,2.0,9,338,0,10,ALLOW
DEP-10849,v1.8.23,52d236a,auth-gateway,canary-prod,sarah.jenkins,6.404,311.1,899.8000000000001,14.76,0,2,7,295.4,57.9,101,6526,1,100,BLOCK
DEP-10850,v3.5.20,9aea474,auth-gateway,production-eu-central,sarah.jenkins,0.012,58.5,103.0,0.0,1,0,0,22.6,0.8,7,138,0,8,ALLOW
DEP-10851,v2.6.20,65d6901,order-processing,canary-prod,priya.sharma,0.129,54.3,70.8,0.0,1,0,0,23.7,0.5,6,262,0,6,ALLOW
DEP-10852,v3.0.22,cde17b0,user-profile,production-eu-central,ci-bot-auto,9.079,475.5,1070.7,14.19,1,4,7,239.6,87.4,47,3308,1,100,BLOCK
DEP-10853,v1.11.3,b2a7d28,payment-service,canary-prod,marcus.vance,5.722,684.5,1278.0,5.05,0,1,4,198.3,75.4,106,5898,1,100,BLOCK
DEP-10854,v1.1.15,2fa9074,auth-gateway,canary-prod,ci-bot-auto,0.0,52.3,80.3,0.0,1,0,0,21.2,1.7,7,366,0,5,ALLOW
DEP-10855,v2.14.17,fada20f,analytics-pipeline,staging-preprod,sarah.jenkins,1.002,188.8,287.4,0.58,1,1,1,94.8,5.1,22,571,0,69,PAUSE
DEP-10856,v2.7.19,ebd0537,payment-service,canary-prod,priya.sharma,7.833,789.2,1162.3000000000002,15.25,0,1,3,388.5,52.2,77,1787,1,100,BLOCK
DEP-10857,v3.13.3,cf0ce7d,user-profile,staging-preprod,david.kim,1.631,226.2,316.4,2.35,1,0,3,104.9,17.5,43,1511,1,94,BLOCK
DEP-10858,v2.14.5,087f824,order-processing,staging-preprod,david.kim,1.063,168.9,254.0,3.38,1,1,2,50.0,12.5,34,1396,0,96,BLOCK
DEP-10859,v3.3.25,eb1d96e,auth-gateway,staging-preprod,ci-bot-auto,0.724,146.3,242.70000000000002,3.5,1,0,1,43.8,12.5,42,1542,0,58,PAUSE
DEP-10860,v3.2.10,c224efb,user-profile,production-eu-central,priya.sharma,0.424,130.1,229.7,2.03,0,0,3,58.1,9.1,15,1360,0,77,BLOCK
DEP-10861,v2.2.23,48f24ab,analytics-pipeline,canary-prod,priya.sharma,0.029,56.9,101.5,0.0,1,0,1,10.1,1.3,13,380,0,13,ALLOW
DEP-10862,v2.5.24,cc09d85,auth-gateway,canary-prod,david.kim,0.095,92.8,122.0,0.0,1,0,0,27.6,0.0,2,416,0,12,ALLOW
DEP-10863,v3.9.24,32fce93,user-profile,canary-prod,sarah.jenkins,0.0,77.7,112.6,0.0,1,0,0,34.4,0.0,13,31,0,7,ALLOW
DEP-10864,v2.1.16,78abba2,payment-service,production-eu-central,marcus.vance,0.092,93.0,133.0,0.39,1,0,0,27.2,1.2,3,217,0,11,ALLOW
DEP-10865,v1.7.13,e2145b5,order-processing,staging-preprod,priya.sharma,0.0,85.3,113.0,0.0,1,0,0,29.0,0.0,1,330,0,7,ALLOW
DEP-10866,v2.6.7,785afec,auth-gateway,production-us-east,priya.sharma,0.0,86.5,117.3,0.26,1,0,0,36.6,1.1,2,294,0,12,ALLOW
DEP-10867,v3.0.8,2f99106,search-indexer,staging-preprod,ci-bot-auto,0.0,78.4,106.30000000000001,0.0,1,0,0,30.6,1.2,11,43,0,7,ALLOW
DEP-10868,v2.9.23,f373fa1,user-profile,staging-preprod,marcus.vance,0.691,111.2,229.5,2.03,1,0,1,71.2,17.6,29,815,0,52,PAUSE
DEP-10869,v2.9.30,6f553bf,user-profile,staging-preprod,david.kim,0.0,81.1,118.6,0.0,1,0,0,26.7,0.0,5,108,0,10,ALLOW
DEP-10870,v3.0.21,c963723,notification-worker,canary-prod,priya.sharma,0.069,80.5,105.5,0.2,1,0,0,36.4,1.1,9,101,0,13,ALLOW
DEP-10871,v2.10.23,e8b4b3b,analytics-pipeline,production-us-east,sarah.jenkins,0.0,80.0,111.6,0.0,1,0,0,31.1,0.8,14,191,0,7,ALLOW
DEP-10872,v3.8.18,4d61edc,auth-gateway,production-eu-central,ci-bot-auto,0.045,72.4,110.9,0.0,1,0,0,9.0,0.0,1,320,0,10,ALLOW
DEP-10873,v1.2.20,090e641,auth-gateway,production-eu-central,priya.sharma,0.124,63.0,91.7,0.13,1,0,0,14.1,0.0,13,268,0,10,ALLOW
DEP-10874,v2.12.3,87aaf0a,analytics-pipeline,canary-prod,ci-bot-auto,0.0,63.5,91.3,0.0,1,0,0,17.3,1.1,3,438,0,7,ALLOW
DEP-10875,v1.7.22,649923d,search-indexer,production-eu-central,alex.chen,5.613,608.6,1201.9,9.07,0,4,4,490.6,75.1,108,7988,1,100,BLOCK
DEP-10876,v1.2.9,cd3d311,user-profile,production-eu-central,marcus.vance,1.211,121.5,242.4,0.69,1,0,2,81.7,14.6,22,649,1,54,PAUSE
DEP-10877,v1.4.2,182447c,auth-gateway,production-us-east,alex.chen,0.079,72.6,102.39999999999999,0.0,1,0,0,13.1,0.9,9,284,0,8,ALLOW
DEP-10878,v3.1.26,5a41967,user-profile,canary-prod,ci-bot-auto,0.147,42.1,64.4,0.15,1,0,0,26.0,0.0,1,31,0,9,ALLOW
DEP-10879,v1.6.11,66ca6e8,auth-gateway,production-us-east,david.kim,0.0,58.6,77.2,0.0,1,0,0,17.2,2.3,5,184,0,6,ALLOW
DEP-10880,v2.5.13,d997e02,order-processing,canary-prod,alex.chen,0.0,41.0,68.4,0.0,1,0,1,30.9,0.9,9,239,0,15,ALLOW
DEP-10881,v2.9.7,9e7b015,notification-worker,canary-prod,alex.chen,0.013,65.7,79.8,0.0,1,0,0,29.0,1.8,1,320,0,8,ALLOW
DEP-10882,v3.11.18,c33fa82,notification-worker,staging-preprod,elena.rostova,1.567,156.8,278.70000000000005,1.44,1,0,3,44.3,14.1,36,1578,0,77,BLOCK
DEP-10883,v3.9.26,8c3e561,payment-service,production-us-east,ci-bot-auto,0.048,63.4,113.0,0.3,1,0,0,16.4,0.1,10,415,0,12,ALLOW
DEP-10884,v1.5.28,0df13e7,user-profile,canary-prod,elena.rostova,0.133,56.1,101.9,0.32,1,0,0,38.6,0.6,11,70,0,10,ALLOW
DEP-10885,v2.0.20,8f03114,search-indexer,production-us-east,david.kim,0.105,47.7,91.80000000000001,0.0,1,0,0,26.6,1.9,15,297,0,10,ALLOW
DEP-10886,v2.0.28,57de74a,notification-worker,staging-preprod,elena.rostova,0.0,40.1,81.1,0.0,1,0,0,8.5,0.7,7,348,0,3,ALLOW
DEP-10887,v3.12.18,657c0a9,analytics-pipeline,production-eu-central,alex.chen,0.125,67.9,126.30000000000001,0.0,1,0,0,33.2,0.2,4,423,0,8,ALLOW
DEP-10888,v3.10.29,d2026e1,notification-worker,production-us-east,priya.sharma,0.052,64.3,80.3,0.0,1,0,1,17.5,0.4,1,436,0,17,ALLOW
DEP-10889,v2.7.0,a766cbd,analytics-pipeline,production-eu-central,ci-bot-auto,0.0,65.7,97.7,0.18,1,0,0,11.6,1.8,14,431,0,11,ALLOW
DEP-10890,v1.2.12,b2c3c4b,user-profile,production-eu-central,priya.sharma,0.107,68.4,99.5,0.0,1,0,0,29.7,2.2,10,236,0,10,ALLOW
DEP-10891,v3.4.1,5122a98,user-profile,production-us-east,elena.rostova,0.075,52.6,90.9,0.0,1,0,0,34.6,0.3,3,381,0,5,ALLOW
DEP-10892,v2.4.19,e5ac996,auth-gateway,staging-preprod,ci-bot-auto,0.218,57.1,92.5,0.0,1,0,0,19.6,1.5,5,21,0,9,ALLOW
DEP-10893,v3.8.2,00081ce,order-processing,production-us-east,david.kim,5.545,446.8,865.0,6.8,0,4,2,495.8,80.7,89,5962,1,100,BLOCK
DEP-10894,v2.0.6,fdcfa6d,payment-service,production-eu-central,sarah.jenkins,0.545,123.6,196.7,3.13,1,0,2,77.0,11.1,41,1418,0,61,PAUSE
DEP-10895,v1.6.6,8c332bf,analytics-pipeline,production-us-east,alex.chen,0.074,53.4,90.3,0.0,1,0,0,26.4,0.2,14,58,0,7,ALLOW
DEP-10896,v2.1.7,802d69d,payment-service,production-eu-central,david.kim,0.469,116.4,199.60000000000002,0.91,1,1,1,58.2,10.0,14,328,1,61,PAUSE
DEP-10897,v2.5.3,027f498,payment-service,production-eu-central,priya.sharma,1.714,189.3,324.4,2.63,1,0,1,47.9,14.6,42,662,0,77,BLOCK
DEP-10898,v2.0.10,18a976d,user-profile,production-eu-central,david.kim,0.066,77.6,96.3,0.0,1,0,0,17.8,0.0,15,217,0,10,ALLOW
DEP-10899,v1.0.11,a6ecff1,search-indexer,production-us-east,marcus.vance,0.136,79.1,119.89999999999999,0.26,1,0,0,33.6,0.0,6,17,0,12,ALLOW
DEP-10900,v3.14.29,d26ecfc,notification-worker,staging-preprod,marcus.vance,0.078,63.1,108.30000000000001,0.0,1,0,0,24.1,0.6,1,295,0,7,ALLOW
DEP-10901,v3.8.7,73afeb4,analytics-pipeline,canary-prod,ci-bot-auto,0.093,78.1,105.1,0.0,1,0,0,24.5,0.0,7,378,0,9,ALLOW
DEP-10902,v3.8.16,3e34cc3,order-processing,production-eu-central,david.kim,0.0,68.0,110.3,0.0,1,0,0,27.1,0.0,15,28,0,9,ALLOW
DEP-10903,v2.2.11,f168690,notification-worker,staging-preprod,alex.chen,2.962,834.4,1178.4,14.04,0,4,2,327.6,72.8,108,2020,1,100,BLOCK
DEP-10904,v3.14.15,96e79ee,order-processing,staging-preprod,elena.rostova,7.136,687.7,995.0,10.63,1,3,7,212.6,70.9,97,1505,1,100,BLOCK
DEP-10905,v1.7.11,b2a5664,search-indexer,production-eu-central,ci-bot-auto,0.058,57.8,71.39999999999999,0.0,1,0,0,7.2,1.5,15,287,0,7,ALLOW
DEP-10906,v3.10.27,522f686,payment-service,staging-preprod,marcus.vance,1.532,141.8,239.70000000000002,3.02,1,1,1,101.4,8.2,18,1699,0,89,BLOCK
DEP-10907,v2.12.26,10d46f2,auth-gateway,production-us-east,sarah.jenkins,0.005,44.6,82.30000000000001,0.0,1,0,0,29.4,2.2,8,101,0,8,ALLOW
DEP-10908,v2.12.5,f61145d,payment-service,canary-prod,ci-bot-auto,0.373,219.7,319.1,1.53,1,1,3,78.3,6.2,41,1362,0,89,BLOCK
DEP-10909,v3.10.0,49321a0,order-processing,canary-prod,david.kim,7.797,612.0,886.6,7.95,0,1,2,242.1,29.0,91,6407,1,100,BLOCK
DEP-10910,v1.6.16,412bc50,user-profile,production-us-east,alex.chen,0.142,69.4,119.60000000000001,0.0,1,0,0,27.3,0.0,6,113,0,6,ALLOW
DEP-10911,v3.5.11,079d178,analytics-pipeline,production-us-east,alex.chen,0.0,41.7,84.6,0.0,1,0,0,34.5,4.0,3,366,0,8,ALLOW
DEP-10912,v1.9.30,cb5f86d,search-indexer,production-eu-central,ci-bot-auto,0.117,82.4,110.4,0.0,1,0,0,15.7,2.5,8,13,0,9,ALLOW
DEP-10913,v1.7.27,56fe477,auth-gateway,production-us-east,priya.sharma,1.744,191.7,268.29999999999995,0.82,1,0,2,96.9,12.5,44,1205,0,74,PAUSE
DEP-10914,v1.15.22,4424754,analytics-pipeline,production-us-east,sarah.jenkins,0.083,84.4,125.9,0.0,1,0,0,31.8,2.0,2,52,0,11,ALLOW
